"set","qnum","id","difficulty","answer","img","skill","domain","fmt"
"Nonlinear Equations and Systems 3","3.19","fc3dfa26","564","C","Nonlinear_Equations_and_Systems_3/q_19.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 3","3.20","58b109d4","268","-10","Nonlinear_Equations_and_Systems_3/q_20.jpg","Nonlinear Equations and Systems","Advanced Math","SPR"
"Nonlinear Equations and Systems 3","3.21","7028c74f","224","31/3","Nonlinear_Equations_and_Systems_3/q_21.jpg","Nonlinear Equations and Systems","Advanced Math","SPR"
"Nonlinear Equations and Systems 3","3.22","e11294f9","245","31","Nonlinear_Equations_and_Systems_3/q_22.jpg","Nonlinear Equations and Systems","Advanced Math","SPR"
"Nonlinear Equations and Systems 3","3.23","f5aa5040","243","20.25","Nonlinear_Equations_and_Systems_3/q_23.jpg","Nonlinear Equations and Systems","Advanced Math","SPR"
"Nonlinear Equations and Systems 3","3.24","7dbd46d9","442","A","Nonlinear_Equations_and_Systems_3/q_24.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 3","3.25","6011a3f8","418","A","Nonlinear_Equations_and_Systems_3/q_25.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 3","3.26","77c0cced","442","C","Nonlinear_Equations_and_Systems_3/q_26.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 3","3.27","3a9d60b2","242","9","Nonlinear_Equations_and_Systems_3/q_27.jpg","Nonlinear Equations and Systems","Advanced Math","SPR"
"Nonlinear Equations and Systems 3","3.28","abcd0012","332","4","Nonlinear_Equations_and_Systems_3/q_28.jpg","Nonlinear Equations and Systems","Advanced Math","SPR"
"Nonlinear Equations and Systems 3","3.29","88a0c425","407","B","Nonlinear_Equations_and_Systems_3/q_29.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 3","3.30","722de804","244","94","Nonlinear_Equations_and_Systems_3/q_30.jpg","Nonlinear Equations and Systems","Advanced Math","SPR"
"Nonlinear Functions 1","1.1","6abec9a8","795","B","Nonlinear_Functions_1/q_01.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 1","1.2","1ee962ec","1047","C","Nonlinear_Functions_1/q_02.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 1","1.3","788bfd56","370","B","Nonlinear_Functions_1/q_03.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 1","1.4","b39d74a0","1189","B","Nonlinear_Functions_1/q_04.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 1","1.5","5377d9cf","437","A","Nonlinear_Functions_1/q_05.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 1","1.6","75915e3c","436","C","Nonlinear_Functions_1/q_06.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 1","1.7","7160cbb3","800","A","Nonlinear_Functions_1/q_07.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 1","1.8","72ae8a87","518","A","Nonlinear_Functions_1/q_08.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 1","1.9","09f58996","222","12","Nonlinear_Functions_1/q_09.jpg","Nonlinear Functions","Advanced Math","SPR"
"Nonlinear Functions 1","1.10","ebe4bde0","710","C","Nonlinear_Functions_1/q_10.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 1","1.11","d46da42c","889","D","Nonlinear_Functions_1/q_11.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 1","1.12","79ba511a","369","C","Nonlinear_Functions_1/q_12.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 1","1.13","50418728","665","-3","Nonlinear_Functions_1/q_13.jpg","Nonlinear Functions","Advanced Math","SPR"
"Nonlinear Functions 1","1.14","ee05c84e","436","C","Nonlinear_Functions_1/q_14.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 1","1.15","39652e93","391","A","Nonlinear_Functions_1/q_15.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 1","1.16","02c67921","755","3","Nonlinear_Functions_1/q_16.jpg","Nonlinear Functions","Advanced Math","SPR"
"Nonlinear Functions 1","1.17","1863e3be","224","31","Nonlinear_Functions_1/q_17.jpg","Nonlinear Functions","Advanced Math","SPR"
"Nonlinear Functions 1","1.18","2d394c28","943","C","Nonlinear_Functions_1/q_18.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 1","1.19","20722644","369","C","Nonlinear_Functions_1/q_19.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 1","1.20","d45572cc","668","3","Nonlinear_Functions_1/q_20.jpg","Nonlinear Functions","Advanced Math","SPR"
"Nonlinear Functions 1","1.21","044c1cb7","608","B","Nonlinear_Functions_1/q_21.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 1","1.22","0ad5012e","461","B","Nonlinear_Functions_1/q_22.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 1","1.23","b5c43226","795","B","Nonlinear_Functions_1/q_23.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 1","1.24","d84a514a","513","A","Nonlinear_Functions_1/q_24.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 1","1.25","5e63b9cf","817","B","Nonlinear_Functions_1/q_25.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 1","1.26","cfff8f8e","471","B","Nonlinear_Functions_1/q_26.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 2","2.1","f89af023","418","A","Nonlinear_Functions_2/q_01.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 2","2.2","e53add44","450","C","Nonlinear_Functions_2/q_02.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 2","2.3","926c246b","457","D","Nonlinear_Functions_2/q_03.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 2","2.4","50e40f08","266","-6, 4","Nonlinear_Functions_2/q_04.jpg","Nonlinear Functions","Advanced Math","SPR"
"Nonlinear Functions 2","2.5","be0c419e","493","D","Nonlinear_Functions_2/q_05.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 2","2.6","a31417d1","505","B","Nonlinear_Functions_2/q_06.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 2","2.7","c4cd5bcc","419","A","Nonlinear_Functions_2/q_07.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 2","2.8","78d5f91a","604","C","Nonlinear_Functions_2/q_08.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 2","2.9","d675744f","881","D","Nonlinear_Functions_2/q_09.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 2","2.10","f44a29a8","442","A","Nonlinear_Functions_2/q_10.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 2","2.11","d71f6dbf","509","A","Nonlinear_Functions_2/q_11.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 2","2.12","6676f055","555","C","Nonlinear_Functions_2/q_12.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 2","2.13","dd8ac009","580","B","Nonlinear_Functions_2/q_13.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 2","2.14","281a4f3b","501","D","Nonlinear_Functions_2/q_14.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 2","2.15","100030d9","291","2.5","Nonlinear_Functions_2/q_15.jpg","Nonlinear Functions","Advanced Math","SPR"
"Nonlinear Functions 2","2.16","c7a187a7","397","A","Nonlinear_Functions_2/q_16.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 2","2.17","e1391dd6","466","B","Nonlinear_Functions_2/q_17.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 2","2.18","5bf0f84a","455","A","Nonlinear_Functions_2/q_18.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 2","2.19","70ebd3d0","457","D","Nonlinear_Functions_2/q_19.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 2","2.20","97158b3a","421","C","Nonlinear_Functions_2/q_20.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 2","2.21","dba7432e","744","D","Nonlinear_Functions_2/q_21.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 2","2.22","f5e8ccf1","492","B","Nonlinear_Functions_2/q_22.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 2","2.23","5c00c2c1","537","C","Nonlinear_Functions_2/q_23.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 2","2.24","15c364bf","447","A","Nonlinear_Functions_2/q_24.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 2","2.25","203774bc","394","B","Nonlinear_Functions_2/q_25.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 2","2.26","b7cd6ca6","420","A","Nonlinear_Functions_2/q_26.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 2","2.27","341ba5db","390","B","Nonlinear_Functions_2/q_27.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 2","2.28","45df91ee","398","A","Nonlinear_Functions_2/q_28.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 2","2.29","d4950429","394","B","Nonlinear_Functions_2/q_29.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 2","2.30","3918e8bc","418","D","Nonlinear_Functions_2/q_30.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 2","2.31","252a3b3a","808","B","Nonlinear_Functions_2/q_31.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 2","2.32","0aaef7aa","370","A","Nonlinear_Functions_2/q_32.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 2","2.33","3c600337","369","D","Nonlinear_Functions_2/q_33.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 2","2.34","99c5e794","441","D","Nonlinear_Functions_2/q_34.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 2","2.35","f880f910","407","B","Nonlinear_Functions_2/q_35.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 2","2.36","68607eca","474","C","Nonlinear_Functions_2/q_36.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 2","2.37","dd3b1e1a","302","17","Nonlinear_Functions_2/q_37.jpg","Nonlinear Functions","Advanced Math","SPR"
"Nonlinear Functions 2","2.38","1d3c5c95","462","A","Nonlinear_Functions_2/q_38.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 3","3.1","91e7ea5e","463","D","Nonlinear_Functions_3/q_01.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 3","3.2","a9084ca4","494","D","Nonlinear_Functions_3/q_02.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 3","3.3","b8f13a3a","246","20","Nonlinear_Functions_3/q_03.jpg","Nonlinear Functions","Advanced Math","SPR"
"Nonlinear Functions 3","3.4","7902bed0","424","D","Nonlinear_Functions_3/q_04.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 3","3.5","4a0d0399","243","-324","Nonlinear_Functions_3/q_05.jpg","Nonlinear Functions","Advanced Math","SPR"
"Nonlinear Functions 3","3.6","9654add7","496","C","Nonlinear_Functions_3/q_06.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 3","3.7","263f9937","660","D","Nonlinear_Functions_3/q_07.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 3","3.8","18e35375","398","D","Nonlinear_Functions_3/q_08.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 3","3.9","9afe2370","511","B","Nonlinear_Functions_3/q_09.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 3","3.10","0121a235","683","D","Nonlinear_Functions_3/q_10.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 3","3.11","70753f99","452","B","Nonlinear_Functions_3/q_11.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 3","3.12","58dcc59f","266","13","Nonlinear_Functions_3/q_12.jpg","Nonlinear Functions","Advanced Math","SPR"
"Nonlinear Functions 3","3.13","84dd43f8","243","3.44","Nonlinear_Functions_3/q_13.jpg","Nonlinear Functions","Advanced Math","SPR"
"Nonlinear Functions 3","3.14","59d1f4b5","513","A","Nonlinear_Functions_3/q_14.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 3","3.15","01668cd6","449","B","Nonlinear_Functions_3/q_15.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 3","3.16","635f54ee","512","B","Nonlinear_Functions_3/q_16.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 3","3.17","de39858a","396","C","Nonlinear_Functions_3/q_17.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 3","3.18","1178f2df","398","-2112","Nonlinear_Functions_3/q_18.jpg","Nonlinear Functions","Advanced Math","SPR"
"Nonlinear Functions 3","3.19","84e8cc72","470","C","Nonlinear_Functions_3/q_19.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 3","3.20","4b642eef","403","450","Nonlinear_Functions_3/q_20.jpg","Nonlinear Functions","Advanced Math","SPR"
"Nonlinear Functions 3","3.21","9f2ecade","280","210","Nonlinear_Functions_3/q_21.jpg","Nonlinear Functions","Advanced Math","SPR"
"Nonlinear Functions 3","3.22","6f5540a5","635","D","Nonlinear_Functions_3/q_22.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 3","3.23","b73ee6cf","472","D","Nonlinear_Functions_3/q_23.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 3","3.24","7eed640d","488","D","Nonlinear_Functions_3/q_24.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 3","3.25","43926bd9","481","8","Nonlinear_Functions_3/q_25.jpg","Nonlinear Functions","Advanced Math","SPR"
"Nonlinear Functions 3","3.26","a7711fe8","474","A","Nonlinear_Functions_3/q_26.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 3","3.27","1a722d7d","439","D","Nonlinear_Functions_3/q_27.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 3","3.28","70fb357b","486","A","Nonlinear_Functions_3/q_28.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 3","3.29","ce508fb0","253","-4.9","Nonlinear_Functions_3/q_29.jpg","Nonlinear Functions","Advanced Math","SPR"
"Nonlinear Functions 3","3.30","1fe10d97","426","D","Nonlinear_Functions_3/q_30.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 3","3.31","ce579859","469","B","Nonlinear_Functions_3/q_31.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 3","3.32","6d9e01a2","243","6.25","Nonlinear_Functions_3/q_32.jpg","Nonlinear Functions","Advanced Math","SPR"
"Nonlinear Functions 3","3.33","bba18ecb","402","B","Nonlinear_Functions_3/q_33.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 3","3.34","abcd0003","606","B","Nonlinear_Functions_3/q_34.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 3","3.35","f2d60b99","421","A","Nonlinear_Functions_3/q_35.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 3","3.36","4dd4efcf","498","D","Nonlinear_Functions_3/q_36.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 3","3.37","b7c74b73","418","C","Nonlinear_Functions_3/q_37.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 3","3.38","a58232b7","466","D","Nonlinear_Functions_3/q_38.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 3","3.39","f25a34aa","243","110","Nonlinear_Functions_3/q_39.jpg","Nonlinear Functions","Advanced Math","SPR"
"Nonlinear Functions 3","3.40","668f1863","244","-12","Nonlinear_Functions_3/q_40.jpg","Nonlinear Functions","Advanced Math","SPR"
"Nonlinear Functions 3","3.41","df71424b","818","D","Nonlinear_Functions_3/q_41.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 3","3.42","d139cf4b","474","B","Nonlinear_Functions_3/q_42.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 3","3.43","8462b105","386","C","Nonlinear_Functions_3/q_43.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 3","3.44","35e05e19","474","A","Nonlinear_Functions_3/q_44.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 3","3.45","ebed7dc6","458","B","Nonlinear_Functions_3/q_45.jpg","Nonlinear Functions","Advanced Math","MCQ"
"Nonlinear Functions 3","3.46","128c75e2","253","609","Nonlinear_Functions_3/q_46.jpg","Nonlinear Functions","Advanced Math","SPR"
"One-Variable Data 1","1.1","f890dc20","425","B","One_Variable_Data_1/q_01.jpg","One-Variable Data","PSDA","MCQ"
"One-Variable Data 1","1.2","8736334b","444","C","One_Variable_Data_1/q_02.jpg","One-Variable Data","PSDA","MCQ"
"One-Variable Data 1","1.3","c88e0663","395","A","One_Variable_Data_1/q_03.jpg","One-Variable Data","PSDA","MCQ"
"One-Variable Data 1","1.4","12dae628","393","B","One_Variable_Data_1/q_04.jpg","One-Variable Data","PSDA","MCQ"
"One-Variable Data 1","1.5","fa7a0164","510","A","One_Variable_Data_1/q_05.jpg","One-Variable Data","PSDA","MCQ"
"One-Variable Data 1","1.6","708590d7","446","D","One_Variable_Data_1/q_06.jpg","One-Variable Data","PSDA","MCQ"
"One-Variable Data 1","1.7","374b18f9","503","B","One_Variable_Data_1/q_07.jpg","One-Variable Data","PSDA","MCQ"
"One-Variable Data 1","1.8","c54b92a2","997","B","One_Variable_Data_1/q_08.jpg","One-Variable Data","PSDA","MCQ"
"One-Variable Data 1","1.9","d1db8def","702","C","One_Variable_Data_1/q_09.jpg","One-Variable Data","PSDA","MCQ"
"One-Variable Data 1","1.10","4bb25495","726","B","One_Variable_Data_1/q_10.jpg","One-Variable Data","PSDA","MCQ"
"One-Variable Data 1","1.11","79340403","532","30","One_Variable_Data_1/q_11.jpg","One-Variable Data","PSDA","SPR"
"One-Variable Data 1","1.12","a9647302","635","B","One_Variable_Data_1/q_12.jpg","One-Variable Data","PSDA","MCQ"
"One-Variable Data 1","1.13","869a32f1","507","D","One_Variable_Data_1/q_13.jpg","One-Variable Data","PSDA","MCQ"
"One-Variable Data 1","1.14","6670e407","827","C","One_Variable_Data_1/q_14.jpg","One-Variable Data","PSDA","MCQ"
"One-Variable Data 1","1.15","57481175","992","B","One_Variable_Data_1/q_15.jpg","One-Variable Data","PSDA","MCQ"
"One-Variable Data 1","1.16","6e3ab4bf","907","D","One_Variable_Data_1/q_16.jpg","One-Variable Data","PSDA","MCQ"
"One-Variable Data 1","1.17","4b09f783","263","10","One_Variable_Data_1/q_17.jpg","One-Variable Data","PSDA","SPR"
"One-Variable Data 1","1.18","52f9a246","916","A","One_Variable_Data_1/q_18.jpg","One-Variable Data","PSDA","MCQ"
"One-Variable Data 1","1.19","66f03086","393","B","One_Variable_Data_1/q_19.jpg","One-Variable Data","PSDA","MCQ"
"One-Variable Data 1","1.20","93779b53","725","B","One_Variable_Data_1/q_20.jpg","One-Variable Data","PSDA","MCQ"
"One-Variable Data 1","1.21","a067c926","877","D","One_Variable_Data_1/q_21.jpg","One-Variable Data","PSDA","MCQ"
"One-Variable Data 2","2.1","4c774b00","760","A","One_Variable_Data_2/q_01.jpg","One-Variable Data","PSDA","MCQ"
"One-Variable Data 2","2.2","3f2ee20a","540","C","One_Variable_Data_2/q_02.jpg","One-Variable Data","PSDA","MCQ"
"One-Variable Data 2","2.3","d0efc1dd","417","A","One_Variable_Data_2/q_03.jpg","One-Variable Data","PSDA","MCQ"
"One-Variable Data 2","2.4","07f2829b","834","1.3","One_Variable_Data_2/q_04.jpg","One-Variable Data","PSDA","SPR"
"One-Variable Data 2","2.5","7b65bb28","506","C","One_Variable_Data_2/q_05.jpg","One-Variable Data","PSDA","MCQ"
"One-Variable Data 2","2.6","be00d896","395","C","One_Variable_Data_2/q_06.jpg","One-Variable Data","PSDA","MCQ"
"One-Variable Data 2","2.7","5c3c2e3c","466","B","One_Variable_Data_2/q_07.jpg","One-Variable Data","PSDA","MCQ"
"One-Variable Data 2","2.8","9110c120","444","A","One_Variable_Data_2/q_08.jpg","One-Variable Data","PSDA","MCQ"
"One-Variable Data 2","2.9","881ef5f5","243","0","One_Variable_Data_2/q_09.jpg","One-Variable Data","PSDA","SPR"
"One-Variable Data 2","2.10","9e2bf782","491","B","One_Variable_Data_2/q_10.jpg","One-Variable Data","PSDA","MCQ"
"One-Variable Data 2","2.11","8193e8cd","272","0.2","One_Variable_Data_2/q_11.jpg","One-Variable Data","PSDA","SPR"
"One-Variable Data 2","2.12","25fc031a","933","A","One_Variable_Data_2/q_12.jpg","One-Variable Data","PSDA","MCQ"
"One-Variable Data 2","2.13","578e26ae","663","A","One_Variable_Data_2/q_13.jpg","One-Variable Data","PSDA","MCQ"
"One-Variable Data 3","3.1","457d2f2c","491","D","One_Variable_Data_3/q_01.jpg","One-Variable Data","PSDA","MCQ"
"One-Variable Data 3","3.2","1142af44","649","A","One_Variable_Data_3/q_02.jpg","One-Variable Data","PSDA","MCQ"
"One-Variable Data 3","3.3","651d83bb","609","A","One_Variable_Data_3/q_03.jpg","One-Variable Data","PSDA","MCQ"
"One-Variable Data 3","3.4","1e8ccffd","418","C","One_Variable_Data_3/q_04.jpg","One-Variable Data","PSDA","MCQ"
"One-Variable Data 3","3.5","bf47ad54","1045","A","One_Variable_Data_3/q_05.jpg","One-Variable Data","PSDA","MCQ"
"One-Variable Data 3","3.6","4ff597db","466","D","One_Variable_Data_3/q_06.jpg","One-Variable Data","PSDA","MCQ"
"One-Variable Data 3","3.7","391ae4b2","449","D","One_Variable_Data_3/q_07.jpg","One-Variable Data","PSDA","MCQ"
"One-Variable Data 3","3.8","9d935bd8","722","B","One_Variable_Data_3/q_08.jpg","One-Variable Data","PSDA","MCQ"
"One-Variable Data 3","3.9","54d93874","432","2.6","One_Variable_Data_3/q_09.jpg","One-Variable Data","PSDA","SPR"
"One-Variable Data 3","3.10","94237701","862","1","One_Variable_Data_3/q_10.jpg","One-Variable Data","PSDA","SPR"
"One-Variable Data 3","3.11","e7d48c8a","681","C","One_Variable_Data_3/q_11.jpg","One-Variable Data","PSDA","MCQ"
"One-Variable Data 3","3.12","98958ae8","266","41","One_Variable_Data_3/q_12.jpg","One-Variable Data","PSDA","SPR"
"One-Variable Data 3","3.13","190be2fc","291","52","One_Variable_Data_3/q_13.jpg","One-Variable Data","PSDA","SPR"
"One-Variable Data 3","3.14","c178d4da","627","A","One_Variable_Data_3/q_14.jpg","One-Variable Data","PSDA","MCQ"
"One-Variable Data 3","3.15","d3b9c8d8","540","C","One_Variable_Data_3/q_15.jpg","One-Variable Data","PSDA","MCQ"
"Percentages 1","1.1","bd90f87e","856","B","Percentages_1/q_01.jpg","Percentages","PSDA","MCQ"
"Percentages 1","1.2","8705ecba","394","C","Percentages_1/q_02.jpg","Percentages","PSDA","MCQ"
"Percentages 1","1.3","191d167b","393","B","Percentages_1/q_03.jpg","Percentages","PSDA","MCQ"
"Percentages 1","1.4","bb7c8186","369","A","Percentages_1/q_04.jpg","Percentages","PSDA","MCQ"
"Percentages 1","1.5","949cd96b","393","D","Percentages_1/q_05.jpg","Percentages","PSDA","MCQ"
"Percentages 1","1.6","28c6bd8c","611","C","Percentages_1/q_06.jpg","Percentages","PSDA","MCQ"
"Percentages 1","1.7","7ed0d098","393","D","Percentages_1/q_07.jpg","Percentages","PSDA","MCQ"
"Percentages 1","1.8","77cf4fa6","242","17","Percentages_1/q_08.jpg","Percentages","PSDA","SPR"
"Percentages 1","1.9","2d31caae","726","B","Percentages_1/q_09.jpg","Percentages","PSDA","MCQ"
"Percentages 1","1.10","194ae3b1","469","D","Percentages_1/q_10.jpg","Percentages","PSDA","MCQ"
"Percentages 1","1.11","a8fabad0","419","C","Percentages_1/q_11.jpg","Percentages","PSDA","MCQ"
"Percentages 1","1.12","1c2f50a6","418","D","Percentages_1/q_12.jpg","Percentages","PSDA","MCQ"
"Percentages 1","1.13","048811bd","369","B","Percentages_1/q_13.jpg","Percentages","PSDA","MCQ"
"Percentages 1","1.14","6e4a60dd","394","D","Percentages_1/q_14.jpg","Percentages","PSDA","MCQ"
"Percentages 1","1.15","41b71b4e","393","B","Percentages_1/q_15.jpg","Percentages","PSDA","MCQ"
"Percentages 1","1.16","93724cc6","391","D","Percentages_1/q_16.jpg","Percentages","PSDA","MCQ"
"Percentages 1","1.17","3a6ed720","369","D","Percentages_1/q_17.jpg","Percentages","PSDA","MCQ"
"Percentages 1","1.18","29c177e6","369","B","Percentages_1/q_18.jpg","Percentages","PSDA","MCQ"
"Percentages 1","1.19","e9fb7774","369","A","Percentages_1/q_19.jpg","Percentages","PSDA","MCQ"
"Percentages 1","1.20","34e18ce4","382","B","Percentages_1/q_20.jpg","Percentages","PSDA","MCQ"
"Percentages 2","2.1","707db2d3","542","D","Percentages_2/q_01.jpg","Percentages","PSDA","MCQ"
"Percentages 2","2.2","63573fea","469","C","Percentages_2/q_02.jpg","Percentages","PSDA","MCQ"
"Percentages 2","2.3","8a714fa1","471","A","Percentages_2/q_03.jpg","Percentages","PSDA","MCQ"
"Percentages 2","2.4","8e2e424e","393","C","Percentages_2/q_04.jpg","Percentages","PSDA","MCQ"
"Percentages 2","2.5","709e04de","369","B","Percentages_2/q_05.jpg","Percentages","PSDA","MCQ"
"Percentages 2","2.6","8cbf1415","394","B","Percentages_2/q_06.jpg","Percentages","PSDA","MCQ"
"Percentages 2","2.7","96a45430","393","C","Percentages_2/q_07.jpg","Percentages","PSDA","MCQ"
"Percentages 2","2.8","b2f6f17d","418","D","Percentages_2/q_08.jpg","Percentages","PSDA","MCQ"
"Percentages 2","2.9","94c65646","216","450","Percentages_2/q_09.jpg","Percentages","PSDA","SPR"
"Percentages 2","2.10","7b731fc3","217","161","Percentages_2/q_10.jpg","Percentages","PSDA","SPR"
"Percentages 2","2.11","566759ef","467","B","Percentages_2/q_11.jpg","Percentages","PSDA","MCQ"
"Percentages 2","2.12","ad1d6adb","414","D","Percentages_2/q_12.jpg","Percentages","PSDA","MCQ"
"Percentages 2","2.13","e9f4521a","217","52","Percentages_2/q_13.jpg","Percentages","PSDA","SPR"
"Percentages 2","2.14","7f84b136","487","184","Percentages_2/q_14.jpg","Percentages","PSDA","SPR"
"Percentages 2","2.15","022e9894","328","324","Percentages_2/q_15.jpg","Percentages","PSDA","SPR"
"Percentages 3","3.1","954943a4","617","B","Percentages_3/q_01.jpg","Percentages","PSDA","MCQ"
"Percentages 3","3.2","65c49824","337","8","Percentages_3/q_02.jpg","Percentages","PSDA","SPR"
